app_id,app_name,category,rating,reviews,file_size,installs,app_type,price,content_rating
1035,Plants vs. Zombies FREE,GAME,4.4,4066989,69M,100000000,Free,0,Everyone 10
1036,Sonic Dash,GAME,4.5,3778921,75M,100000000,Free,0,Everyone
1037,Candy Crush Soda Saga,GAME,4.4,6198563,67M,100000000,Free,0,Everyone
1038,Zombie Hunter King,GAME,4.3,10306,50M,1000000,Free,0,Mature 17
1039,Clash of Clans,GAME,4.6,44891723,98M,100000000,Free,0,Everyone 10
1040,Block Puzzle Classic Legend !,GAME,4.2,17039,4.9M,5000000,Free,0,Everyone
1041,PAC-MAN,GAME,4.2,685981,37M,100000000,Free,0,Everyone
1042,Super Jim Jump - pixel 3d,GAME,4.5,10393,18M,1000000,Free,0,Everyone
1043,8 Ball Pool,GAME,4.5,14198297,52M,100000000,Free,0,Everyone
1044,Bubble Witch 3 Saga,GAME,4.7,1732263,78M,50000000,Free,0,Everyone
1045,Word Search,GAME,4.7,295241,3.9M,10000000,Free,0,Everyone
1046,Granny,GAME,4.5,1135631,59M,50000000,Free,0,Teen
1047,Angry Birds Classic,GAME,4.4,5566669,97M,100000000,Free,0,Everyone
1048,Flow Free,GAME,4.3,1295557,11M,100000000,Free,0,Everyone
1049,Race the Traffic Moto,GAME,3.8,270687,38M,10000000,Free,0,Teen
1050,Barbiea Fashion Closet,GAME,4.1,68057,85M,10000000,Free,0,Everyone
1051,Candy Crush Jelly Saga,GAME,4.3,1300490,78M,50000000,Free,0,Everyone
1052,Hill Climb Racing,GAME,4.4,8923587,63M,100000000,Free,0,Everyone
1053,Marble - Temple Quest,GAME,4.3,42053,24M,10000000,Free,0,Everyone
1054,Shooting King,GAME,4.4,257724,69M,10000000,Free,0,Everyone 10
1055,Zombie Catchers,GAME,4.7,990491,75M,10000000,Free,0,Everyone
1056,Farm Heroes Saga,GAME,4.4,7614130,70M,100000000,Free,0,Everyone
1057,Geometry Dash World,GAME,4.6,760628,63M,10000000,Free,0,Everyone
1058,My Talking Angela,GAME,4.5,9881829,99M,100000000,Free,0,Everyone
1059,Cut the Rope FULL FREE,GAME,4.4,2123381,49M,100000000,Free,0,Everyone
1060,Cooking Fever,GAME,4.5,3197865,82M,100000000,Free,0,Everyone
1061,Score! Hero,GAME,4.6,5418675,96M,100000000,Free,0,Everyone
1062,Miraculous Ladybug and Cat Noir - The Official Game,GAME,4.5,183846,99M,10000000,Free,0,Everyone
1063,Wordscapes,GAME,4.8,230710,87M,10000000,Free,0,Everyone
1064,Garena Free Fire,GAME,4.5,5465624,53M,100000000,Free,0,Teen
1065,Jungle Marble Blast,GAME,4.3,18985,23M,5000000,Free,0,Everyone
1066,Rider,GAME,4.5,655067,72M,10000000,Free,0,Teen
1067,Roll the Ball - slide puzzle,GAME,4.5,1385093,35M,100000000,Free,0,Everyone
1068,Talking Tom Gold Run,GAME,4.6,2698348,78M,100000000,Free,0,Everyone
1069,Pixel Art Color by Number Game,GAME,4.7,1125017,25M,10000000,Free,0,Everyone
1070,Dream League Soccer 2018,GAME,4.6,9882639,74M,100000000,Free,0,Everyone
1071,Fruits Bomb,GAME,4.4,74673,17M,10000000,Free,0,Everyone
1072,Traffic Racer,GAME,4.5,5387639,53M,100000000,Free,0,Everyone
1073,Knife Hit,GAME,4.5,461137,60M,10000000,Free,0,Everyone
1074,Block Craft 3D Building Simulator Games For Free,GAME,4.5,946926,57M,50000000,Free,0,Everyone
1075,Farm Fruit Pop Party Time,GAME,4.4,9305,14M,1000000,Free,0,Everyone
1076,Love Balls,GAME,4.2,360630,40M,50000000,Free,0,Everyone
1077,Hungry Shark Evolution,GAME,4.5,6074334,100M,100000000,Free,0,Teen
1078,Pokemon GO,GAME,4.1,10424925,85M,100000000,Free,0,Everyone
1079,Paint Hit,GAME,4.4,37023,33M,10000000,Free,0,Everyone
1080,Snake VS Block,GAME,4.2,422244,32M,50000000,Free,0,Teen
1081,Rolly Vortex,GAME,4.4,98123,40M,10000000,Free,0,Teen
1082,Woody Puzzle,GAME,4.7,21262,29M,1000000,Free,0,Everyone
1083,Stack Jump,GAME,4.3,118253,40M,10000000,Free,0,Teen
1084,Color by Number  New Coloring Book,GAME,4.7,141529,24M,5000000,Free,0,Everyone 10
1085,The Cube,GAME,4.2,70226,38M,5000000,Free,0,Everyone
1086,Extreme Car Driving Simulator,GAME,4.3,2251012,52M,100000000,Free,0,Everyone
1087,The Fish Master!,GAME,4.1,15763,54M,1000000,Free,0,Everyone
1088,Color Road,GAME,4.1,84911,71M,10000000,Free,0,Everyone
1089,Draw In,GAME,4.2,46416,73M,10000000,Free,0,Everyone
1090,PLANK!,GAME,4.7,7196,38M,500000,Free,0,Everyone
1091,Looper!,GAME,4.6,48256,62M,1000000,Free,0,Everyone
1092,Trivia Crack,GAME,4.5,6427773,95M,100000000,Free,0,Everyone
1093,Will it Crush?,GAME,3.1,25825,16M,5000000,Free,0,Everyone
1094,Tomb of the Mask,GAME,4.1,55380,39M,5000000,Free,0,Everyone
1095,Baseball Boy!,GAME,3.4,148177,78M,10000000,Free,0,Everyone
1096,PUBG MOBILE,GAME,4.4,3715656,36M,50000000,Free,0,Teen
1097,Hello Stars,GAME,4.6,101686,31M,10000000,Free,0,Everyone
1098,Tank Stars,GAME,4.3,174755,98M,10000000,Free,0,Everyone 10
1099,Castle Clash Heroes of the Empire US,GAME,4.6,4578476,24M,50000000,Free,0,Everyone 10
1100,Hole.io,GAME,4.2,145353,85M,10000000,Free,0,Teen
1101,Mini Golf King - Multiplayer Game,GAME,4.5,531458,100M,5000000,Free,0,Everyone
1102,Flip the Gun - Simulator Game,GAME,4.2,195558,86M,10000000,Free,0,Everyone
1103,Mad Skills BMX 2,GAME,4.5,29940,80M,1000000,Free,0,Everyone
1104,MMX Hill Dash 2  Offroad Truck Car and Bike Racing,GAME,4.4,41975,79M,1000000,Free,0,Everyone
1105,Word Link,GAME,4.6,216675,30M,10000000,Free,0,Everyone
1106,Last Day on Earth Survival,GAME,4.5,2311785,87M,10000000,Free,0,Teen
1107,MARVEL Strike Force,GAME,4.3,165888,91M,5000000,Free,0,Teen
1108,Partymasters - Fun Idle Game,GAME,4.6,541144,63M,10000000,Free,0,Teen
1109,Grim Soul Dark Fantasy Survival,GAME,4.5,189773,95M,5000000,Free,0,Teen
1110,DRAGON BALL LEGENDS,GAME,4.6,337752,48M,5000000,Free,0,Teen
1111,New YAHTZEE With Buddies Dice Game,GAME,4.1,42079,93M,5000000,Free,0,Everyone
1112,Word Crossy - A crossword game,GAME,4.5,240416,53M,5000000,Free,0,Everyone
1113,MLB TAP SPORTS BASEBALL 2018,GAME,4.6,32506,82M,1000000,Free,0,Everyone
1114,Hero Hunters,GAME,4.4,70747,99M,5000000,Free,0,Teen
1115,Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,49M,10000000,Free,0,Everyone
1116,Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,4.6,15403,25M,1000000,Free,0,Everyone
1117,Merge Dragons!,GAME,4.5,214777,91M,5000000,Free,0,Everyone
1118,SHADOWGUN LEGENDS,GAME,4.6,100609,52M,1000000,Free,0,Teen
1119,RULES OF SURVIVAL,GAME,4.2,1343866,56M,10000000,Free,0,Teen
1120,Mafia City,GAME,4.5,168717,56M,10000000,Free,0,Mature 17
1121,Cash Inc. Money Clicker Game and Business Adventure,GAME,4.8,549720,85M,10000000,Free,0,Everyone
1122,Dino War Rise of Beasts,GAME,4.1,18996,81M,1000000,Free,0,Teen
1123,Tokyo Ghoul Dark War,GAME,4.3,25094,82M,1000000,Free,0,Teen
1124,Last Shelter Survival,GAME,4.4,93033,98M,5000000,Free,0,Teen
1125,Guns of Glory,GAME,4,120592,77M,10000000,Free,0,Everyone 10
1126,Lineage 2 Revolution,GAME,4.2,187972,99M,5000000,Free,0,Teen
1127,Girls' Frontline,GAME,4.2,2055,96M,100000,Free,0,Teen
1128,Chapters Interactive Stories,GAME,4.5,73539,96M,1000000,Free,0,Mature 17
1129,Honkai Impact 3rd,GAME,4.7,59017,82M,1000000,Free,0,Teen
1130,Master of Eternity(MOE),GAME,4.2,5829,70M,100000,Free,0,Teen
1131,The Game of Life,GAME,4.4,18621,63M,100000,Paid,2.99,Everyone
1132,Clue,GAME,4.6,19922,35M,100000,Paid,1.99,Everyone 10
1133,The Room Old Sins,GAME,4.9,21119,48M,100000,Paid,4.99,Everyone
1134,The Escapists,GAME,4.4,7412,84M,100000,Paid,4.99,Teen
1135,Farming Simulator 18,GAME,4.5,18125,15M,100000,Paid,4.99,Everyone
1136,RollerCoaster Tycoon Classic,GAME,4.6,10795,69M,100000,Paid,5.99,Everyone
1137,Call of DutyBlack Ops Zombies,GAME,4.2,13004,46M,100000,Paid,6.99,Teen
1138,Star Wars a DIRTY,GAME,4.5,38207,15M,100000,Paid,9.99,Teen
1139,Monument Valley 2,GAME,4.6,9394,33M,100000,Paid,4.99,Everyone
1140,Angry Birds 2,GAME,4.6,3883589,57M,100000000,Free,0,Everyone
1141,Fallout Shelter,GAME,4.6,2719142,25M,10000000,Free,0,Teen
1142,The Simsa FreePlay,GAME,4.3,931595,31M,10000000,Free,0,Teen
1143,MARVEL Contest of Champions,GAME,4.3,2468063,92M,50000000,Free,0,Teen
1144,Jurassic Worlda Alive,GAME,4.3,309176,70M,5000000,Free,0,Everyone 10
1145,Choices Stories You Play,GAME,4.6,807338,93M,10000000,Free,0,Teen
1146,Solitaire TriPeaks,GAME,4.5,446434,52M,10000000,Free,0,Everyone
1147,The Walking Dead Road to Survival,GAME,4.2,522466,37M,10000000,Free,0,Mature 17
1148,Hustle Castle Fantasy Kingdom,GAME,4.7,584126,64M,10000000,Free,0,Everyone 10
1149,Might and Magic Elemental Guardians,GAME,4.3,32551,35M,500000,Free,0,Mature 17
1150,Game of Thrones Conquesta,GAME,4,90218,97M,1000000,Free,0,Teen
1151,Love Nikki-Dress UP Queen,GAME,4.4,212524,93M,5000000,Free,0,Everyone
1152,Summoners War,GAME,4.3,2045554,28M,50000000,Free,0,Teen
1153,FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684,83M,5000000,Free,0,Teen
1154,Idle Heroes,GAME,4.7,416540,99M,10000000,Free,0,Everyone 10
1155,Fate/Grand Order (English),GAME,4.4,16601,55M,500000,Free,0,Teen
1156,Lords Mobile Battle of the Empires - Strategy RPG,GAME,4.4,3057481,14M,50000000,Free,0,Teen
1157,War and Order,GAME,4.3,224514,81M,5000000,Free,0,Teen
1158,Yes day,GAME,4.5,10055521,94M,100000000,Free,0,Everyone
1159,Jewels Star OZ adventure,GAME,4.5,21892,14M,1000000,Free,0,Everyone
1160,Sweet Fruit Candy,GAME,4.5,197540,29M,10000000,Free,0,Everyone
1161,Shoot Bubble - Fruit Splash,GAME,4.6,29445,29M,5000000,Free,0,Everyone
1162,Crossy Road,GAME,4.5,4230886,60M,100000000,Free,0,Everyone
1163,Swamp Attack,GAME,4.4,2119218,70M,50000000,Free,0,Everyone 10
1164,Earn to Die 2,GAME,4.6,1327265,99M,50000000,Free,0,Teen
1165,Hungry Shark World,GAME,4.5,1242855,27M,50000000,Free,0,Teen
1166,Dude Perfect 2,GAME,4.5,401425,70M,10000000,Free,0,Everyone
1167,Shadow Fight 2,GAME,4.6,10979062,88M,100000000,Free,0,Everyone 10
1168,Alto's Adventure,GAME,4.6,515657,63M,10000000,Free,0,Everyone
1169,DEER HUNTER 2018,GAME,4.3,955656,82M,10000000,Free,0,Teen
1170,Cover Fire offline shooting games for free,GAME,4.7,725897,31M,10000000,Free,0,Teen
1171,Anger of stick 5  zombie,GAME,4.5,549039,23M,50000000,Free,0,Teen
1172,Soul Knight,GAME,4.7,292164,59M,10000000,Free,0,Everyone 10
1173,Major Mayhem,GAME,4.6,520962,39M,10000000,Free,0,Teen
1174,DINO HUNTER DEADLY SHORES,GAME,4.4,1381820,54M,10000000,Free,0,Teen
1175,Strawberry Shortcake BerryRush,GAME,4.3,525517,48M,10000000,Free,0,Everyone
1176,Power Rangers Dino Charge,GAME,4.3,194969,30M,10000000,Free,0,Everyone 10
1177,Zombie Hunter Post Apocalypse Survival Games,GAME,4.4,327599,66M,10000000,Free,0,Teen
1178,Agar.io,GAME,4.2,3816799,32M,100000000,Free,0,Everyone
1179,Battlelands Royale,GAME,4.4,105620,61M,1000000,Free,0,Everyone 10
1180,Once Upon a Tower,GAME,4.7,37139,49M,1000000,Free,0,Everyone 10
1181,TEKKENa,GAME,4.2,147791,38M,5000000,Free,0,Teen
1182,diep.io,GAME,4.1,347883,20M,10000000,Free,0,Everyone
1183,Dragon Hills,GAME,4.5,354373,66M,10000000,Free,0,Everyone 10
1184,Bus Rush Subway Edition,GAME,4.1,753043,57M,100000000,Free,0,Teen
1185,DC Super Hero Girlsa,GAME,4.3,43055,95M,5000000,Free,0,Everyone
1186,Runner 3d like,GAME,4.5,559,32M,100000,Free,0,Everyone 10
1187,War Robots,GAME,4.6,3073251,33M,50000000,Free,0,Everyone 10
1188,Dinosaur Simulator Dino World,GAME,4,26649,66M,5000000,Free,0,Teen
1189,GUNSHIP BATTLE Helicopter 3D,GAME,4.3,2151039,75M,50000000,Free,0,Teen
1190,Quiz Logo game,GAME,4.5,306764,29M,10000000,Free,0,Everyone
1191,Jewels Legend - Match 3 Puzzle,GAME,4.6,280098,50M,10000000,Free,0,Everyone
1192,Bubble Shooter Genies,GAME,4.5,26985,41M,5000000,Free,0,Everyone
1193,Blossom Blast Saga,GAME,4.5,1125438,63M,10000000,Free,0,Everyone
1194,Candy Bomb,GAME,4.4,42145,20M,10000000,Free,0,Everyone
1195,Gems or jewels ?,GAME,4.7,171448,13M,10000000,Free,0,Teen
1196,Jewels classic Prince,GAME,4.4,47644,15M,5000000,Free,0,Everyone
1197,Fruit Block - Puzzle Legend,GAME,4.6,125647,33M,10000000,Free,0,Everyone
1198,1LINE  One Line with One Touch,GAME,4.6,214878,10M,10000000,Free,0,Everyone
1199,Stick War Legacy,GAME,4.6,811040,77M,10000000,Free,0,Teen
1200,Super Jabber Jump 3,GAME,4.3,34494,23M,5000000,Free,0,Everyone 10
1201,Rush,GAME,4.6,260651,51M,10000000,Free,0,Everyone
1202,Jetpack Joyride,GAME,4.4,4638163,96M,100000000,Free,0,Everyone 10
1203,Racing in Car 2,GAME,4.3,234110,38M,50000000,Free,0,Everyone
1204,Dog Run - Pet Dog Simulator,GAME,4.7,48615,24M,10000000,Free,0,Everyone
1205,Jewels Crush- Match 3 Puzzle,FAMILY,4.4,14774,19M,1000000,Free,0,Everyone
1206,Coloring and Learn,FAMILY,4.4,12753,51M,5000000,Free,0,Everyone
1207,Mahjong,FAMILY,4.5,33983,22M,5000000,Free,0,Everyone
1208,Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,20267,46M,1000000,Free,0,Everyone
1209,Toy Pop Cubes,FAMILY,4.5,5761,21M,1000000,Free,0,Everyone
1210,Educational Games 4 Kids,FAMILY,4.3,11618,39M,5000000,Free,0,Everyone
1211,Candy Pop Story,FAMILY,4.7,12948,23M,1000000,Free,0,Everyone
1212,Candy Smash,FAMILY,4.5,11436,15M,1000000,Free,0,Everyone
1213,Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20M,500000,Free,0,Everyone
1214,Princess Adventures Puzzles,FAMILY,4.4,382,44M,500000,Free,0,Everyone
1215,Kids Educational Game 3 Free,FAMILY,4.3,24936,38M,5000000,Free,0,Everyone
1216,Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,1109,52M,1000000,Free,0,Everyone
1217,Baby Panda Care,FAMILY,4.2,108795,49M,10000000,Free,0,Everyone
1218,Kids Educational All in One,FAMILY,4.5,1455,8.9M,500000,Free,0,Everyone
1219,Toca Kitchen 2,FAMILY,4.5,1014822,56M,50000000,Free,0,Everyone
1220,PJ Masks Moonlight Heroes,FAMILY,4.4,86961,99M,10000000,Free,0,Everyone
1221,Learn To Draw Glow Flower,FAMILY,4.4,7320,10M,1000000,Free,0,Everyone
1222,No. Color - Color by Number Number Coloring,FAMILY,4.8,269194,6.9M,10000000,Free,0,Everyone
1223,Draw.ly - Color by Number Pixel Art Coloring,FAMILY,4.4,18616,10M,1000000,Free,0,Everyone
1224,Baby puzzles,FAMILY,4.3,11950,19M,5000000,Free,0,Everyone
1225,Garden Fruit Legend,FAMILY,4.6,4289,33M,500000,Free,0,Everyone
1226,Candy Day,FAMILY,4.5,11716,48M,1000000,Free,0,Everyone
1227,Learn To Draw Glow Princess,FAMILY,4.5,3323,9.6M,1000000,Free,0,Everyone
1228,Barbie Magical Fashion,FAMILY,4,328619,15M,10000000,Free,0,Everyone
1229,Piano Kids - Music and Songs,FAMILY,4.6,46741,50M,10000000,Free,0,Everyone
1230,Farming Simulator 14,FAMILY,4.5,530854,51M,10000000,Free,0,Everyone
1231,Educational Games for Kids,FAMILY,4.5,7050,24M,1000000,Free,0,Everyone
1232,Fruit Boom,FAMILY,4.4,17753,16M,1000000,Free,0,Everyone
1233,Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63M,100000,Free,0,Everyone 10
1234,Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32029,15M,5000000,Free,0,Everyone
1235,Rhythm Patrol,FAMILY,4.3,4207,26M,100000,Free,0,Everyone
1236,Kiddopia - Preschool Learning Games,FAMILY,4.5,64,81M,10000,Free,0,Everyone
1237,Toca Mystery House,FAMILY,4.2,96,79M,5000,Paid,3.99,Everyone
1238,Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496,94M,100000,Free,0,Everyone
1239,Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43M,1000000,Free,0,Everyone
1240,Baby Pandas Juice Shop,FAMILY,4.5,19230,45M,5000000,Free,0,Everyone
1241,Dr. Panda Restaurant 3,FAMILY,4.2,11126,91M,1000000,Free,0,Everyone
1242,LEGO Friends Heartlake Rush,FAMILY,4.5,23671,91M,1000000,Free,0,Everyone
1243,Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53M,1000000,Free,0,Everyone
1244,Henry Danger Crime Warp,FAMILY,4.6,9626,28M,1000000,Free,0,Everyone
1245,Thomas and Friends Race On!,FAMILY,4.1,29319,26M,5000000,Free,0,Everyone
1246,Super School Educational Kids Games and Rhymes,FAMILY,4.5,1791,56M,500000,Free,0,Everyone
1247,Fruit Cube Blast,FAMILY,4.6,9199,80M,500000,Free,0,Everyone
1248,Toddler Kids Puzzles PUZZINGO,FAMILY,4.6,14014,60M,1000000,Free,0,Everyone
1249,Intellijoy Early Learning Academy,FAMILY,4.3,160,67M,50000,Free,0,Everyone
1250,Dr. Panda Town Vacation,FAMILY,3.8,10366,78M,1000000,Free,0,Everyone
1251,Leo and Tig,FAMILY,4.5,47644,27M,1000000,Free,0,Everyone
1252,Fuzzy Seasons Animal Forest,FAMILY,4.8,12137,63M,100000,Free,0,Everyone 10
1253,Montessori Preschool,FAMILY,3.9,237,26M,100000,Free,0,Everyone
1254,Kids Corner Interactive Tales and Games for kids,FAMILY,4.5,6404,46M,500000,Free,0,Everyone
1255,Cutie Cubies,FAMILY,4.4,6356,83M,500000,Free,0,Everyone
1256,My Little Princess  Stores,FAMILY,4.3,169,60M,5000,Paid,2.99,Everyone
1257,Sago Mini Big City,FAMILY,4.2,8,44M,1000,Paid,3.99,Everyone
1258,Pinkalicious Party,FAMILY,3,2,82M,500,Paid,2.99,Everyone
1259,Moana Island Life,FAMILY,4.1,15246,78M,1000000,Free,0,Everyone
1260,My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,4.6,106750,94M,1000000,Free,0,Everyone
1261,My Little Pony Rainbow Runners,FAMILY,4.3,33785,16M,5000000,Free,0,Everyone
1262,Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93M,500000,Free,0,Everyone
1263,Cars Lightning League,FAMILY,4.5,58795,77M,10000000,Free,0,Everyone
1264,Little Panda Run,FAMILY,4.2,3235,32M,1000000,Free,0,Everyone
1265,Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031,58M,1000000,Free,0,Everyone
1266,Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,4.4,131,48M,100000,Free,0,Everyone
1267,LEGO Juniors Create and Cruise,FAMILY,4.1,673203,73M,50000000,Free,0,Everyone
1268,Xtreme Racing 2018 - Jeep and 4x4 off road simulator,FAMILY,4.2,2178,99M,500000,Free,0,Everyone
1269,Thomas and Friends Go Go Thomas,FAMILY,4.1,175625,16M,10000000,Free,0,Everyone
1270,Ninja Dash - Ronin Jump RPG,FAMILY,4.7,8508,54M,500000,Free,0,Everyone 10
1271,Paw Patrol by ShuffleCards,FAMILY,4.3,3484,56M,1000000,Free,0,Everyone
1272,Plants vs. Zombiesa Heroes,FAMILY,4.4,379415,68M,10000000,Free,0,Everyone
1273,Transformers Rescue Bots Disaster Dash,FAMILY,4.4,19245,25M,1000000,Free,0,Everyone
1274,PAC-MAN Pop,FAMILY,4.3,24877,54M,5000000,Free,0,Everyone
1275,Little Fire Station,FAMILY,4.2,3762,44M,1000000,Free,0,Everyone
1276,Ice Cream Jump,FAMILY,4.2,141363,8.7M,10000000,Free,0,Everyone
1277,Disney Magic Kingdoms Build Your Own Magical Park,FAMILY,4.3,472584,91M,10000000,Free,0,Everyone
1278,Turbo FAST,FAMILY,4.3,1329192,97M,50000000,Free,0,Everyone
1279,My Little Pony Harmony Quest,FAMILY,4.1,148295,26M,10000000,Free,0,Everyone
1280,Transformers Rescue Bots Hero Adventures,FAMILY,4.2,41273,16M,5000000,Free,0,Everyone
1281,Equestria Girls,FAMILY,4.3,392596,53M,10000000,Free,0,Everyone
1282,Disney Crossy Road,FAMILY,4.5,514088,83M,10000000,Free,0,Everyone
1283,Touch Racing 2 - Mini RC Race,FAMILY,4.1,41867,78M,1000000,Free,0,Everyone
1284,Doctor Pets,FAMILY,4.2,23060,21M,1000000,Free,0,Everyone
1285,Supermarket  Game for Kids,FAMILY,4.4,112080,26M,10000000,Free,0,Everyone
1286,Supermarket Manager Cashier Simulator Kids Games,FAMILY,4,15489,60M,1000000,Free,0,Everyone
1287,Kids Animals Jigsaw Puzzles,FAMILY,4.1,51895,22M,10000000,Free,0,Everyone
1288,Inside Out Thought Bubbles,FAMILY,4.4,623398,58M,10000000,Free,0,Everyone
1289,Monster Higha,FAMILY,4.1,66661,22M,5000000,Free,0,Everyone
1290,Cute Pet Puppies,FAMILY,4,10447,36M,1000000,Free,0,Everyone
1291,Frozen Free Fall,FAMILY,4.3,1574197,37M,50000000,Free,0,Everyone
1292,Monster Higha Minis Mania,FAMILY,4.6,19170,70M,1000000,Free,0,Everyone
1293,Shopkins World!,FAMILY,4.3,169609,34M,10000000,Free,0,Everyone
1294,Monica Toy TV,FAMILY,4.7,6188,49M,500000,Free,0,Everyone 10
1295,Toy Guitar with songs for kids,FAMILY,4.3,1369,9.8M,500000,Free,0,Everyone
1296,Endless Numbers,FAMILY,4.4,2952,37M,500000,Free,0,Everyone
1297,Sworkit Kids - Fitness Meets Fun,FAMILY,4.7,9856,55M,100000,Free,0,Everyone
1298,Earth to Luna! Watch and Play,FAMILY,3.9,10753,84M,1000000,Free,0,Everyone
1299,Nancy Drew Codes and Clues,FAMILY,4.1,154,16M,10000,Free,0,Everyone
1300,Masha and the Bear Child Games,FAMILY,4.1,288523,92M,10000000,Free,0,Everyone
1301,codeSpark Academy and The Foos,FAMILY,4.1,4522,57M,500000,Free,0,Everyone
1302,LEGO Friends,FAMILY,4.4,854,6.9M,10000,Paid,4.99,Everyone
1303,My Little Work  Garage,FAMILY,4.3,560,44M,10000,Paid,3.99,Everyone
1304,Alizay pirate girl,FAMILY,4.5,197,11M,1000,Paid,2.99,Everyone
1305,Word Search Games in english,FAMILY,4.3,63186,16M,10000000,Free,0,Everyone
1306,Chess Free,FAMILY,4.3,23772,17M,5000000,Free,0,Everyone
1307,Tic Tac Toe,FAMILY,4.1,6007,18M,1000000,Free,0,Everyone
1308,Dominos Game ✔️,FAMILY,4.1,2903,16M,1000000,Free,0,Everyone
1309,Checkers ✔️,FAMILY,4.1,3617,19M,1000000,Free,0,Everyone
1310,Crazy Colors Bubbles Matching,FAMILY,4.6,3063,1.6M,100000,Free,0,Everyone
1311,Chess for Kids - Play and Learn,FAMILY,4.1,3234,47M,100000,Free,0,Everyone
1312,Block Puzzle  Night in Egypt,FAMILY,4.4,276,16M,50000,Free,0,Everyone
1313,Mosaic puzzles,FAMILY,4.4,1595,14M,500000,Free,0,Everyone
1314,RISK Global Domination,FAMILY,4,68559,75M,5000000,Free,0,Everyone
1315,Pino chess,FAMILY,4.8,61,25M,1000,Free,0,Everyone
1316,Chess PRO Free,FAMILY,3.8,1123,5.7M,100000,Free,0,Everyone
1317,All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17M,50000,Free,0,Everyone
1318,Hactar Go,FAMILY,4.8,97,3.5M,1000,Paid,2.99,Everyone
1319,All-in-One Mahjong 3,FAMILY,4.4,38,16M,100,Paid,0.99,Everyone
1320,World Racers family board game,FAMILY,4.8,4,42M,100,Paid,0.99,Everyone
1321,SweetLand  Family Board Game,FAMILY,4.2,38,47M,1000,Paid,0.99,Everyone
1322,Steam Rails to Riches,FAMILY,4.2,214,67M,5000,Paid,4.99,Everyone
1323,Whoowasit? - Best kids game!,FAMILY,4,248,26M,5000,Paid,2.99,Everyone
1324,Lanterns The Harvest Festival,FAMILY,4.7,185,72M,1000,Paid,4.99,Everyone
1325,Tsuro - The Game of the Path,FAMILY,4.7,2195,37M,10000,Paid,2.99,Everyone
1326,THE aMAZEing Labyrinth,FAMILY,3.9,1615,1.2M,10000,Paid,4.99,Everyone
1327,Chess and Mate,FAMILY,4.5,359,17M,5000,Paid,4.99,Everyone
1328,Kids Balloon Pop Game Free 🎈,FAMILY,4.1,38021,19M,10000000,Free,0,Everyone
1329,Sounds for Toddlers FREE,FAMILY,4.4,6190,23M,1000000,Free,0,Everyone
1330,Elmo Calls by Sesame Street,FAMILY,3.9,6903,25M,1000000,Free,0,Everyone
1331,Sago Mini Friends,FAMILY,4.4,13155,83M,1000000,Free,0,Everyone
1332,Tee and Mo Bath Time Free,FAMILY,3.6,418,97M,100000,Free,0,Everyone
1333,Bita and the Animals - Pelos Ares,FAMILY,4.4,1160,37M,100000,Free,0,Everyone
1334,TO-FU Oh!SUSHI,FAMILY,4.1,59917,92M,5000000,Free,0,Everyone
1335,DreamWorks Friends,FAMILY,3.6,1042,48M,100000,Free,0,Everyone
1336,Avokiddo Emotions,FAMILY,4.6,73,12M,1000,Paid,2.99,Everyone
1337,Nighty Night Circus,FAMILY,4.3,382,15M,10000,Paid,2.99,Everyone
1338,Sago Mini Babies,FAMILY,4.5,253,83M,10000,Paid,3.99,Everyone
1339,Dr. Panda and Toto's Treehouse,FAMILY,4.4,3396,9.5M,50000,Paid,3.99,Everyone
1340,Barbie Lifea,FAMILY,3.9,133117,63M,5000000,Free,0,Everyone
1341,Palace Pets in Whisker Haven,FAMILY,4.1,47213,14M,5000000,Free,0,Everyone
1342,Sweet Baby Girl - Dream House and Play Time,FAMILY,3.9,95537,58M,10000000,Free,0,Everyone
1343,Hello Kitty Lunchbox,FAMILY,4.2,51838,15M,5000000,Free,0,Everyone
1344,Sweet Baby Girl Newborn Baby,FAMILY,3.8,36028,50M,5000000,Free,0,Everyone
1345,COOKING MAMA Let's Cook!,FAMILY,4.3,528745,59M,10000000,Free,0,Everyone
1346,Ever After Higha Charmed Style,FAMILY,3.9,44062,54M,1000000,Free,0,Everyone
1347,Mad Libs,FAMILY,4,8126,61M,1000000,Free,0,Everyone
1348,ABCmouse.com,FAMILY,4.3,50887,91M,5000000,Free,0,Everyone
